Date,Close/Last,Volume,Open,High,Low
2020-01-02,$94.9005,80718200,$93.75,$94.9005,$93.2075
2020-01-03,$93.7485,75332080,$93.225,$94.3098,$93.225
2020-01-06,$95.144,81313960,$93.00,$95.1845,$93.00
2020-01-07,$95.343,82680200,$95.225,$95.6945,$94.6022
2020-01-08,$94.5985,70239320,$94.902,$95.55,$94.3222
2020-01-09,$95.0525,63499240,$95.4945,$95.891,$94.7902
2020-01-10,$94.158,57139180,$95.2685,$95.347,$94.00
2020-01-13,$94.565,55716880,$94.5655,$94.90,$94.04
2020-01-14,$93.472,68927620,$94.294,$94.3555,$92.9275
2020-01-15,$93.101,57931840,$93.6125,$93.943,$92.7545
2020-01-16,$93.897,53189860,$94.1495,$94.2795,$93.301
2020-01-17,$93.236,79946800,$94.2945,$94.332,$92.8625
2020-01-21,$94.60,74155700,$93.25,$94.7135,$93.00
2020-01-22,$94.373,64325140,$94.8045,$95.125,$94.167
2020-01-23,$94.229,49692260,$94.2555,$94.4988,$93.638
2020-01-24,$93.082,75323620,$94.5685,$94.7495,$92.372
2020-01-27,$91.417,70570180,$91.00,$92.05,$90.767
2020-01-28,$92.6625,56160800,$92.025,$92.9055,$91.501
2020-01-29,$92.90,42027800,$93.20,$93.7375,$92.751
2020-01-30,$93.534,126548760,$92.90,$93.6435,$92.5305
2020-01-31,$100.436,311345600,$102.5735,$102.786,$100.1135
2020-02-03,$100.21,117981880,$100.53,$102.425,$100.0125
2020-02-04,$102.4835,105786760,$101.494,$102.99,$100.7685
2020-02-05,$101.9935,87523480,$103.551,$103.551,$101.60
2020-02-06,$102.5115,63659080,$102.051,$102.815,$101.24
2020-02-07,$103.964,101906940,$102.0995,$104.9265,$101.905
2020-02-10,$106.6955,101124700,$104.2505,$106.78,$104.248
2020-02-11,$107.54,114920220,$107.545,$109.2975,$106.80
2020-02-12,$108.00,66685280,$108.16,$109.0125,$107.7645
2020-02-13,$107.4935,60635820,$107.2495,$108.514,$107.10
2020-02-14,$106.7435,52123380,$107.784,$107.9518,$106.2945
2020-02-18,$107.7835,59021400,$106.251,$108.3035,$106.2053
2020-02-19,$108.511,51223300,$108.39,$109.255,$108.056
2020-02-20,$107.655,62626840,$108.6535,$108.8395,$106.3725
2020-02-21,$104.7985,93014800,$107.1075,$107.2275,$104.40
2020-02-24,$100.4645,130939940,$100.159,$101.9648,$99.3987
2020-02-25,$98.637,124381880,$101.321,$101.73,$97.921
2020-02-26,$98.9795,104808040,$98.514,$100.7335,$98.0225
2020-02-27,$94.215,162879860,$96.719,$98.75,$94.1381
2020-02-28,$94.1875,189875940,$90.7315,$94.488,$90.5564
2020-03-02,$97.6975,135233020,$95.3245,$97.7255,$93.50
2020-03-03,$95.4495,150689820,$98.7685,$99.8165,$94.4045
2020-03-04,$98.7915,95458380,$97.3285,$98.90,$96.10
2020-03-05,$96.2015,94964200,$96.65,$98.036,$95.50
2020-03-06,$95.0545,105471600,$93.75,$95.5435,$93.475
2020-03-09,$90.0305,156264640,$88.693,$93.1385,$88.0645
2020-03-10,$94.591,142666200,$93.544,$94.7135,$90.9085
2020-03-11,$91.043,112936620,$92.8925,$93.566,$90.075
2020-03-12,$83.8305,226924200,$86.099,$88.25,$83.75
2020-03-13,$89.25,176194500,$87.75,$89.3155,$84.031
2020-03-16,$84.4575,178345300,$82.0755,$87.9726,$81.3016
2020-03-17,$90.392,218342600,$88.7735,$92.8888,$84.462
2020-03-18,$91.50,192904360,$87.50,$92.083,$87.25
2020-03-19,$94.0465,207998800,$93.00,$97.25,$91.6325
2020-03-20,$92.3045,196357000,$96.3155,$97.85,$91.0365
2020-03-23,$95.1415,156169780,$91.3875,$95.97,$90.60
2020-03-24,$97.005,142941600,$97.5747,$97.75,$95.017
2020-03-25,$94.292,129581460,$96.0345,$97.513,$94.289
2020-03-26,$97.7745,124702360,$95.10,$97.8245,$94.4645
2020-03-27,$95.005,107757940,$96.543,$96.9895,$94.996
2020-03-30,$98.1975,122521740,$96.1415,$98.6815,$95.617
2020-03-31,$97.486,102472520,$98.2175,$99.651,$97.2005
2020-04-01,$95.385,82437500,$96.6485,$97.248,$94.65
2020-04-02,$95.9415,86719700,$95.082,$96.3763,$94.50
2020-04-03,$95.3295,72197400,$95.5575,$96.3165,$94.4575
2020-04-06,$99.8795,115463620,$96.80,$99.926,$96.501
2020-04-07,$100.58,102279660,$100.8555,$101.786,$99.881
2020-04-08,$102.15,79546260,$101.05,$102.20,$100.5575
2020-04-09,$102.138,93112340,$102.215,$102.65,$100.883
2020-04-13,$108.4435,134334180,$102.00,$109.00,$101.90
2020-04-14,$114.166,161743860,$110.0235,$114.60,$109.3105
2020-04-15,$115.384,137331340,$112.884,$116.6685,$112.25
2020-04-16,$120.4095,240764000,$117.30,$123.0499,$116.75
2020-04-17,$118.75,158600200,$118.6165,$120.00,$115.801
2020-04-20,$119.6805,115413880,$119.4975,$122.249,$119.3025
2020-04-21,$116.406,149533580,$120.8305,$121.4155,$113.983
2020-04-22,$118.1745,84365900,$118.45,$119.70,$117.55
2020-04-23,$119.9725,101331040,$119.999,$121.211,$119.104
2020-04-24,$120.511,76635940,$120.85,$121.0217,$119.10
2020-04-27,$118.80,112912900,$122.16,$122.244,$118.15
2020-04-28,$115.704,105388920,$118.605,$118.675,$115.30
2020-04-29,$118.6355,91831860,$116.5005,$119.5945,$115.50
2020-04-30,$123.70,190692220,$120.992,$123.75,$119.8005
2020-05-01,$114.302,195452100,$116.84,$118.122,$112.9095
2020-05-04,$115.7995,97318520,$112.819,$116.349,$112.819
2020-05-05,$115.89,64849920,$117.00,$117.55,$115.3563
2020-05-06,$117.563,62356280,$116.472,$117.8725,$116.00
2020-05-07,$118.3805,67928220,$118.739,$118.80,$117.1555
2020-05-08,$118.9805,64224560,$118.607,$119.3622,$117.85
2020-05-11,$120.45,65184620,$118.735,$120.9833,$118.6055
2020-05-12,$117.8475,61498320,$120.5925,$120.95,$117.75
2020-05-13,$118.396,95658380,$118.34,$120.385,$116.8902
2020-05-14,$119.4425,72962560,$118.0505,$119.5685,$117.6605
2020-05-15,$120.489,84699020,$118.426,$120.55,$117.8185
2020-05-18,$121.313,87331440,$120.2173,$121.65,$119.2005
2020-05-19,$122.4665,86409960,$121.4915,$124.2498,$121.4485
2020-05-20,$124.897,79962860,$123.8935,$125.0005,$123.3635
2020-05-21,$122.337,102288060,$125.00,$126.2725,$122.127
2020-05-22,$121.844,57341580,$122.7505,$123.4925,$121.5065
